episodenbr,episode_name,weekday,broadcastdate,broadcasthour,duration,views,share,AI,chart,story_name,doctor_id,doctor_name,cast_count
1,An Unearthly Child,Sat,23-Nov-63,5:16pm,00:23:10,4.40m,,63,114,An Unearthly Child,1,William Hartnell,13
2,An Unearthly Child: The Cave of Skulls,Sat,30-Nov-63,5:29pm,00:24:37,5.90m,,59,85,An Unearthly Child,1,William Hartnell,28
3,An Unearthly Child: The Forest of Fear,Sat,07-Dec-63,5:15pm,00:23:38,6.90m,,56,61,An Unearthly Child,1,William Hartnell,27
4,An Unearthly Child: The Firemaker,Sat,14-Dec-63,5:15pm,00:24:23,6.40m,,55,70,An Unearthly Child,1,William Hartnell,28
5,The Daleks: The Dead Planet,Sat,21-Dec-63,5:15pm,00:24:22,6.90m,,59,67,The Daleks,1,William Hartnell,6
6,The Daleks: The Survivors,Sat,28-Dec-63,5:15pm,00:24:27,6.40m,,58,78,The Daleks,1,William Hartnell,11
7,The Daleks: The Escape,Sat,04-Jan-64,5:15pm,00:25:10,8.90m,,62,45,The Daleks,1,William Hartnell,25
8,The Daleks: The Ambush,Sat,11-Jan-64,5:14pm,00:24:37,9.90m,,63,29,The Daleks,1,William Hartnell,24
9,The Daleks: The Expedition,Sat,18-Jan-64,5:15pm,00:24:31,9.90m,,63,27,The Daleks,1,William Hartnell,24
10,The Daleks: The Ordeal,Sat,25-Jan-64,5:15pm,00:26:14,10.40m,,63,29,The Daleks,1,William Hartnell,17
11,The Daleks: The Rescue,Sat,01-Feb-64,5:17pm,00:22:24,10.40m,,65,25,The Daleks,1,William Hartnell,24
12,The Edge of Destruction,Sat,08-Feb-64,5:15pm,00:25:04,10.40m,,61,21,The Edge of Destruction,1,William Hartnell,4
13,The Edge of Destruction: The Brink of Disaster,Sat,15-Feb-64,5:16pm,00:22:11,9.90m,,60,31,The Edge of Destruction,1,William Hartnell,4
14,Marco Polo: The Roof of the World,Sat,22-Feb-64,5:15pm,00:24:12,9.40m,,63,33,Marco Polo,1,William Hartnell,14
15,Marco Polo: The Singing Sands,Sat,29-Feb-64,5:15pm,00:26:34,9.40m,,62,33,Marco Polo,1,William Hartnell,10
16,Marco Polo: Five Hundred Eyes,Sat,07-Mar-64,5:16pm,00:22:20,9.40m,,62,34,Marco Polo,1,William Hartnell,21
17,Marco Polo: The Wall of Lies,Sat,14-Mar-64,5:15pm,00:24:48,9.90m,,60,31,Marco Polo,1,William Hartnell,16
18,Marco Polo: Rider From Shang-Tu,Sat,21-Mar-64,5:16pm,00:23:26,9.40m,,59,37,Marco Polo,1,William Hartnell,22
19,Marco Polo: Mighty Kublai Khan,Sat,28-Mar-64,5:29pm,00:25:36,8.40m,,59,49,Marco Polo,1,William Hartnell,37
20,Marco Polo: Assassin at Peking,Sat,04-Apr-64,5:30pm,00:24:48,10.40m,,59,22,Marco Polo,1,William Hartnell,32
21,The Keys of Marinus: The Sea of Death,Sat,11-Apr-64,5:31pm,00:23:20,9.90m,,62,22,The Keys Of Marinus,1,William Hartnell,9
22,The Keys of Marinus: The Velvet Web,Sat,18-Apr-64,5:31pm,00:25:37,9.40m,,60,25,The Keys Of Marinus,1,William Hartnell,12
23,The Keys of Marinus: The Screaming Jungle,Sat,25-Apr-64,5:29pm,00:23:45,9.90m,,61,22,The Keys Of Marinus,1,William Hartnell,9
24,The Keys of Marinus: The Snows of Terror,Sat,02-May-64,5:29pm,00:24:54,10.40m,,60,20,The Keys Of Marinus,1,William Hartnell,12
25,The Keys of Marinus: Sentence of Death,Sat,09-May-64,5:14pm,00:25:03,7.90m,,61,29,The Keys Of Marinus,1,William Hartnell,35
26,The Keys of Marinus,Sat,16-May-64,5:17pm,00:25:11,6.90m,,63,43,The Keys Of Marinus,1,William Hartnell,14
27,The Aztecs: The Temple of Evil,Sat,23-May-64,5:16pm,00:23:56,7.40m,,62,25,The Aztecs,1,William Hartnell,22
28,The Aztecs: The Warriors of Death,Sat,30-May-64,5:16pm,00:24:11,7.40m,,62,34,The Aztecs,1,William Hartnell,20
29,The Aztecs: The Bride of Sacrifice,Sat,06-Jun-64,5:14pm,00:25:27,7.90m,,57,19,The Aztecs,1,William Hartnell,17
30,The Aztecs: The Day of Darkness,Sat,13-Jun-64,5:14pm,00:25:30,7.40m,,58,34,The Aztecs,1,William Hartnell,19
31,The Sensorites: Strangers in Space,Sat,20-Jun-64,5:14pm,00:24:46,7.90m,,59,17,The Sensorites,1,William Hartnell,8
32,The Sensorites: The Unwilling Warriors,Sat,27-Jun-64,5:40pm,00:24:44,6.90m,,59,39,The Sensorites,1,William Hartnell,9
33,The Sensorites: Hidden Danger,Sat,11-Jul-64,5:15pm,00:24:53,7.40m,,56,22,The Sensorites,1,William Hartnell,15
34,The Sensorites: A Race Against Death,Sat,18-Jul-64,5:14pm,00:24:49,5.50m,,60,58,The Sensorites,1,William Hartnell,14
35,The Sensorites: Kidnap,Sat,25-Jul-64,5:15pm,00:24:17,6.90m,,57,29,The Sensorites,1,William Hartnell,14
36,The Sensorites: A Desperate Venture,Sat,01-Aug-64,5:14pm,00:24:29,6.90m,,57,39,The Sensorites,1,William Hartnell,14
37,The Reign Of Terror: A Land of Fear,Sat,08-Aug-64,5:15pm,00:24:24,6.90m,,58,37,The Sensorites,1,William Hartnell,14
38,The Reign Of Terror: Guests of Madame Guillotine,Sat,15-Aug-64,5:14pm,00:24:04,6.90m,,54,35,The Sensorites,1,William Hartnell,22
39,The Reign Of Terror: A Change of Identity,Sat,22-Aug-64,5:29pm,00:25:23,6.90m,,55,34,The Sensorites,1,William Hartnell,22
40,The Reign Of Terror: The Tyrant of France,Sat,29-Aug-64,5:15pm,00:24:46,6.40m,,53,36,The Sensorites,1,William Hartnell,19
41,The Reign Of Terror: A Bargain of Necessity,Sat,05-Sep-64,5:31pm,00:23:51,6.90m,,53,39,The Sensorites,1,William Hartnell,17
42,The Reign Of Terror: Prisoners of Conciergerie,Sat,12-Sep-64,5:29pm,00:25:04,6.40m,,55,38,Reign of Terror,1,William Hartnell,20
43,Planet of Giants,Sat,31-Oct-64,5:13pm,00:23:15,8.40m,,57,37,Planet of Giants,1,William Hartnell,6
44,Planet of Giants: Dangerous Journey,Sat,07-Nov-64,5:15pm,00:23:40,8.40m,,58,45,Planet of Giants,1,William Hartnell,7
45,Planet of Giants: Crisis,Sat,14-Nov-64,5:15pm,00:26:35,8.90m,,59,33,Planet of Giants,1,William Hartnell,8
46,The Dalek Invasion of Earth: World's End,Sat,21-Nov-64,5:40pm,00:23:42,11.40m,,63,12,The Dalek Invasion of Earth,1,William Hartnell,14
47,The Dalek Invasion of Earth: The Daleks,Sat,28-Nov-64,5:41pm,00:24:19,12.40m,,59,10,The Dalek Invasion of Earth,1,William Hartnell,39
48,The Dalek Invasion of Earth: Day of Reckoning,Sat,05-Dec-64,5:39pm,00:26:50,11.90m,,59,10,The Dalek Invasion of Earth,1,William Hartnell,40
49,The Dalek Invasion of Earth: The End of Tomorrow,Sat,12-Dec-64,5:40pm,00:23:23,11.90m,,59,11,The Dalek Invasion of Earth,1,William Hartnell,21
50,The Dalek Invasion of Earth: The Waking Ally,Sat,19-Dec-64,5:40pm,00:24:29,11.40m,,58,18,The Dalek Invasion of Earth,1,William Hartnell,37
51,The Dalek Invasion of Earth: Flashpoint,Sat,26-Dec-64,5:58pm,00:25:21,12.40m,,60,12,The Dalek Invasion of Earth,1,William Hartnell,39
52,The Rescue: The Powerful Enemy,Sat,02-Jan-65,5:40pm,00:26:15,12.00m,,57,11,The Rescue,1,William Hartnell,8
53,The Rescue: Desperate Measures,Sat,09-Jan-65,5:41pm,00:24:36,13.00m,,59,8,The Rescue,1,William Hartnell,9
54,The Romans: The Slave Traders,Sat,16-Jan-65,5:40pm,00:24:14,13.00m,,53,7,The Romans,1,William Hartnell,31
55,The Romans: All Roads Lead to Rome,Sat,23-Jan-65,5:40pm,00:23:14,11.50m,,51,15,The Romans,1,William Hartnell,35
56,The Romans: Conspiracy,Sat,30-Jan-65,5:39pm,00:26:18,10.00m,,50,28,The Romans,1,William Hartnell,32
57,The Romans: Inferno,Sat,06-Feb-65,5:40pm,00:23:09,12.00m,,50,13,The Romans,1,William Hartnell,31
58,The Web Planet,Sat,13-Feb-65,5:40pm,00:23:57,13.50m,,56,7,The Web Planet,1,William Hartnell,7
59,The Web Planet: The Zarbi,Sat,20-Feb-65,5:40pm,00:23:20,12.50m,,53,12,The Web Planet,1,William Hartnell,14
60,The Web Planet: Escape to Danger,Sat,27-Feb-65,5:40pm,00:22:52,12.50m,,53,11,The Web Planet,1,William Hartnell,12
61,The Web Planet: Crater of Needles,Sat,06-Mar-65,5:39pm,00:25:50,13.00m,,49,9,The Web Planet,1,William Hartnell,22
62,The Web Planet: Invasion,Sat,13-Mar-65,5:40pm,00:26:04,12.00m,,48,12,The Web Planet,1,William Hartnell,20
63,The Web Planet: The Centre,Sat,20-Mar-65,5:55pm,00:24:32,11.50m,,42,14,The Web Planet,1,William Hartnell,20
64,The Crusade: The Lion,Sat,27-Mar-65,5:42pm,00:24:56,10.50m,,51,16,The Web Planet,1,William Hartnell,22
65,The Crusade: The Knight of Jaffa,Sat,03-Apr-65,5:42pm,00:23:28,8.50m,,50,29,The Web Planet,1,William Hartnell,21
66,The Crusade: The Wheel of Fortune,Sat,10-Apr-65,5:41pm,00:24:51,9.00m,,49,32,The Web Planet,1,William Hartnell,25
67,The Crusade: The Warlords,Sat,17-Apr-65,5:40pm,00:23:40,9.50m,,49,27,The Web Planet,1,William Hartnell,22
68,The Space Museum,Sat,24-Apr-65,5:41pm,00:23:38,10.50m,,61,16,The Space Museum,1,William Hartnell,10
69,The Space Museum: The Dimensions of Time,Sat,01-May-65,5:54pm,00:22:00,9.20m,,53,23,The Space Museum,1,William Hartnell,12
70,The Space Museum: The Search,Sat,08-May-65,6:00pm,00:23:33,8.50m,,56,22,The Space Museum,1,William Hartnell,19
71,The Space Museum: The Final Phase,Sat,15-May-65,5:40pm,00:22:15,8.50m,,49,27,The Space Museum,1,William Hartnell,20
72,The Chase: The Executioners,Sat,22-May-65,5:41pm,00:25:25,10.00m,,57,14,The Chase,1,William Hartnell,22
73,The Chase: The Death of Time,Sat,29-May-65,5:40pm,00:23:32,9.50m,,56,12,The Chase,1,William Hartnell,17
74,The Chase: Flight Through Eternity,Sat,05-Jun-65,5:46pm,00:25:32,9.00m,,55,12,The Chase,1,William Hartnell,31
75,The Chase: Journey into Terror,Sat,12-Jun-65,5:40pm,00:23:49,9.50m,,54,8,The Chase,1,William Hartnell,14
76,The Chase: The Death of Doctor Who,Sat,19-Jun-65,5:41pm,00:23:27,9.00m,,56,11,The Chase,1,William Hartnell,15
77,The Chase: The Planet of Decision,Sat,26-Jun-65,5:40pm,00:26:29,9.50m,,57,7,The Chase,1,William Hartnell,16
78,The Time Meddler: The Watcher,Sat,03-Jul-65,6:54pm,00:24:05,8.90m,,57,15,The Time Meddler,1,William Hartnell,8
79,The Time Meddler: The Meddling Monk,Sat,10-Jul-65,5:39pm,00:25:17,8.80m,,49,19,The Time Meddler,1,William Hartnell,15
80,The Time Meddler: A Battle of Wits,Sat,17-Jul-65,5:40pm,00:24:10,7.70m,,53,28,The Time Meddler,1,William Hartnell,9
81,The Time Meddler: Checkmate,Sat,24-Jul-65,5:40pm,00:24:00,8.30m,,54,24,The Time Meddler,1,William Hartnell,17
82,Galaxy 4: Four Hundred Dawns,Sat,11-Sep-65,5:41pm,00:22:21,9.00m,,56,23,Galaxy Four,1,William Hartnell,10
83,Galaxy 4: Trap of Steel,Sat,18-Sep-65,5:50pm,00:24:51,9.50m,,54,22,Galaxy Four,1,William Hartnell,9
84,Galaxy 4: Air Lock,Sat,25-Sep-65,5:52pm,00:24:19,11.30m,,54,13,Galaxy Four,1,William Hartnell,12
85,Galaxy 4: The Exploding Planet,Sat,02-Oct-65,5:50pm,00:24:47,9.90m,,53,20,Galaxy Four,1,William Hartnell,17
86,Mission to the Unknown,Sat,09-Oct-65,5:50pm,00:24:42,8.30m,,54,37,Mission to the Unknown,1,William Hartnell,21
87,The Myth Makers: Temple of Secrets,Sat,16-Oct-65,5:50pm,00:24:45,8.30m,,48,34,The Myth Makers,1,William Hartnell,24
88,"The Myth Makers: Small Prophet, Quick Return",Sat,23-Oct-65,5:49pm,00:24:43,8.10m,,51,40,The Myth Makers,1,William Hartnell,29
89,The Myth Makers: Death of a Spy,Sat,30-Oct-65,5:49pm,00:25:39,8.70m,,49,33,The Myth Makers,1,William Hartnell,27
90,The Myth Makers: Horse of Destruction,Sat,06-Nov-65,5:50pm,00:24:25,8.30m,,52,38,The Myth Makers,1,William Hartnell,24
91,The Daleks' Master Plan: The Nightmare Begins,Sat,13-Nov-65,5:50pm,00:22:55,9.10m,,54,35,The Myth Makers,1,William Hartnell,21
92,The Daleks' Master Plan: Day of Armageddon,Sat,20-Nov-65,5:50pm,00:24:25,9.80m,,52,31,The Myth Makers,1,William Hartnell,20
93,The Daleks' Master Plan: Devil's Planet,Sat,27-Nov-65,5:50pm,00:24:30,10.30m,,52,29,The Myth Makers,1,William Hartnell,20
94,The Daleks' Master Plan: The Traitors,Sat,04-Dec-65,5:50pm,00:24:42,9.50m,,51,34,The Myth Makers,1,William Hartnell,20
95,The Daleks' Master Plan: Counter Plot,Sat,11-Dec-65,5:51pm,00:24:03,9.90m,,53,26,The Myth Makers,1,William Hartnell,15
96,The Daleks' Master Plan: Coronas of the Sun,Sat,18-Dec-65,5:48pm,00:24:45,9.10m,,56,40,The Myth Makers,1,William Hartnell,11
97,The Daleks' Master Plan: The Feast of Steven,Sat,25-Dec-65,6:35pm,00:24:36,7.90m,,39,71,The Myth Makers,1,William Hartnell,26
98,The Daleks' Master Plan: Volcano,Sat,01-Jan-66,5:51pm,00:24:42,9.60m,,49,31,The Myth Makers,1,William Hartnell,21
99,The Daleks' Master Plan: Golden Death,Sat,08-Jan-66,5:50pm,00:24:38,9.20m,,52,43,The Myth Makers,1,William Hartnell,26
100,The Daleks' Master Plan: Escape Switch,Sat,15-Jan-66,5:50pm,00:23:37,9.50m,,50,37,The Myth Makers,1,William Hartnell,27
101,The Daleks' Master Plan: The Abandoned Planet,Sat,22-Jan-66,5:50pm,00:24:34,9.80m,,49,35,The Myth Makers,1,William Hartnell,14
102,The Daleks' Master Plan: The Destruction of Time,Sat,29-Jan-66,5:50pm,00:23:31,8.60m,,57,39,The Myth Makers,1,William Hartnell,11
103,The Massacre of St Bartholomew's Eve: War of God,Sat,05-Feb-66,5:15pm,00:24:51,8.00m,,52,45,The Massacre of St Bartholomew's Eve,1,William Hartnell,43
104,The Massacre of St Bartholomew's Eve: The Sea Beggar,Sat,12-Feb-66,5:15pm,00:24:43,6.00m,,52,96,The Massacre of St Bartholomew's Eve,1,William Hartnell,18
105,The Massacre of St Bartholomew's Eve: Priest of Death,Sat,19-Feb-66,5:15pm,00:24:33,5.90m,,49,92,The Massacre of St Bartholomew's Eve,1,William Hartnell,54
106,The Massacre of St Bartholomew's Eve: Bell of Doom,Sat,26-Feb-66,5:15pm,00:25:06,5.80m,,53,94,The Massacre of St Bartholomew's Eve,1,William Hartnell,26
107,The Ark: The Steel Sky,Sat,05-Mar-66,5:15pm,00:24:00,5.50m,,55,102,The Ark,1,William Hartnell,33
108,The Ark: The Plague,Sat,12-Mar-66,5:15pm,00:25:00,6.90m,,56,70,The Ark,1,William Hartnell,35
109,The Ark: The Return,Sat,19-Mar-66,5:15pm,00:24:19,6.20m,,51,85,The Ark,1,William Hartnell,30
110,The Ark: The Bomb,Sat,26-Mar-66,5:15pm,00:24:37,7.30m,,50,71,The Ark,1,William Hartnell,29
111,The Celestial Toymaker: The Celestial Toyroom,Sat,02-Apr-66,5:50pm,00:24:40,8.00m,,48,44,The Celestial Toymaker,1,William Hartnell,7
112,The Celestial Toymaker: The Hall of Dolls,Sat,09-Apr-66,5:50pm,00:24:45,8.00m,,49,49,The Celestial Toymaker,1,William Hartnell,11
113,The Celestial Toymaker: The Dancing Floor,Sat,16-Apr-66,5:49pm,00:24:10,9.40m,,44,32,The Celestial Toymaker,1,William Hartnell,11
114,The Celestial Toymaker: The Final Test,Sat,23-Apr-66,5:50pm,00:23:57,7.80m,,43,36,The Celestial Toymaker,1,William Hartnell,5
115,The Gunfighters: A Holiday for the Doctor,Sat,30-Apr-66,5:50pm,00:23:48,6.50m,,45,50,The Gunfighters,1,William Hartnell,16
116,The Gunfighters: Don't Shoot the Pianist,Sat,07-May-66,5:49pm,00:23:47,6.60m,,39,45,The Gunfighters,1,William Hartnell,32
117,The Gunfighters: Johnny Ringo,Sat,14-May-66,5:55pm,00:23:52,6.20m,,36,51,The Gunfighters,1,William Hartnell,34
118,The Gunfighters: The O.K. Corral,Sat,21-May-66,5:51pm,00:23:53,5.70m,,30,60,The Gunfighters,1,William Hartnell,18
119,The Savages: Episode 1,Sat,28-May-66,5:36pm,00:23:41,4.80m,,48,62,The Savages,1,William Hartnell,28
120,The Savages: Episode 2,Sat,04-Jun-66,5:34pm,00:23:57,5.60m,,49,50,The Savages,1,William Hartnell,24
121,The Savages: Episode 3,Sat,11-Jun-66,5:34pm,00:24:59,5.00m,,48,66,The Savages,1,William Hartnell,25
122,The Savages: Episode 4,Sat,18-Jun-66,5:35pm,00:24:41,4.50m,,48,93,The Savages,1,William Hartnell,27
123,The War Machines: Episode 1,Sat,25-Jun-66,5:35pm,00:24:01,5.40m,,49,71,The War Machines,1,William Hartnell,39
124,The War Machines: Episode 2,Sat,02-Jul-66,6:56pm,00:24:00,4.70m,,45,76,The War Machines,1,William Hartnell,25
125,The War Machines: Episode 3,Sat,09-Jul-66,5:35pm,00:23:58,5.30m,,44,62,The War Machines,1,William Hartnell,33
126,The War Machines: Episode 4,Sat,16-Jul-66,5:16pm,00:23:11,5.50m,,39,67,The War Machines,1,William Hartnell,38
127,The Smugglers: Episode 1,Sat,10-Sep-66,5:49pm,00:24:36,4.30m,,47,96,The Smugglers,1,William Hartnell,33
128,The Smugglers: Episode 2,Sat,17-Sep-66,5:54pm,00:24:27,4.90m,,45,77,The Smugglers,1,William Hartnell,12
129,The Smugglers: Episode 3,Sat,24-Sep-66,5:49pm,00:23:55,4.20m,,43,96,The Smugglers,1,William Hartnell,14
130,The Smugglers: Episode 4,Sat,01-Oct-66,5:51pm,00:23:37,4.50m,,43,109,The Smugglers,1,William Hartnell,37
131,The Tenth Planet: Episode 1,Sat,08-Oct-66,5:52pm,00:23:08,5.50m,,50,77,The Tenth Planet,1,William Hartnell,27
132,The Tenth Planet: Episode 2,Sat,15-Oct-66,5:50pm,00:23:15,6.40m,,48,57,The Tenth Planet,1,William Hartnell,25
133,The Tenth Planet: Episode 3,Sat,22-Oct-66,5:54pm,00:23:31,7.60m,,48,46,The Tenth Planet,1,William Hartnell,33
134,The Tenth Planet: Episode 4,Sat,29-Oct-66,5:50pm,00:24:02,7.50m,,47,48,The Tenth Planet,1,William Hartnell,27
135,The Power of the Daleks: Episode One,Sat,05-Nov-66,5:49pm,00:25:43,7.90m,,43,44,The Power of the Daleks,2,Patrick Troughton,18
136,The Power of the Daleks: Episode Two,Sat,12-Nov-66,5:49pm,00:24:29,7.80m,,45,50,The Power of the Daleks,2,Patrick Troughton,21
137,The Power of the Daleks: Episode Three,Sat,19-Nov-66,5:51pm,00:23:31,7.50m,,44,52,The Power of the Daleks,2,Patrick Troughton,17
138,The Power of the Daleks: Episode Four,Sat,26-Nov-66,5:49pm,00:24:23,7.80m,,47,50,The Power of the Daleks,2,Patrick Troughton,22
139,The Power of the Daleks: Episode Five,Sat,03-Dec-66,5:51pm,00:23:38,8.00m,,48,48,The Power of the Daleks,2,Patrick Troughton,20
140,The Power of the Daleks: Episode Six,Sat,10-Dec-66,5:51pm,00:23:46,7.80m,,47,37,The Power of the Daleks,2,Patrick Troughton,19
141,The Highlanders: Episode 1,Sat,17-Dec-66,5:48pm,00:24:38,6.70m,,47,67,The Highlanders,2,Patrick Troughton,22
142,The Highlanders: Episode 2,Sat,24-Dec-66,5:50pm,00:23:41,6.80m,,46,89,The Highlanders,2,Patrick Troughton,28
143,The Highlanders: Episode 3,Sat,31-Dec-66,5:52pm,00:22:54,7.40m,,46,68,The Highlanders,2,Patrick Troughton,38
144,The Highlanders: Episode 4,Sat,07-Jan-67,5:50pm,00:24:19,7.30m,,47,66,The Highlanders,2,Patrick Troughton,35
145,The Underwater Menace: Episode 1,Sat,14-Jan-67,5:49pm,00:24:18,8.30m,,48,43,The Highlanders,2,Patrick Troughton,36
146,The Underwater Menace: Episode 2,Sat,21-Jan-67,5:51pm,00:25:00,7.50m,,46,64,The Highlanders,2,Patrick Troughton,25
147,The Underwater Menace: Episode 3,Sat,28-Jan-67,5:51pm,00:24:09,7.10m,,45,59,The Highlanders,2,Patrick Troughton,38
148,The Underwater Menace: Episode 4,Sat,04-Feb-67,5:50pm,00:23:20,7.00m,,47,65,The Highlanders,2,Patrick Troughton,29
149,The Moonbase: Episode 1,Sat,11-Feb-67,5:50pm,00:24:12,8.10m,,50,56,The Moonbase,2,Patrick Troughton,21
150,The Moonbase: Episode 2,Sat,18-Feb-67,5:51pm,00:24:42,8.90m,,49,36,The Moonbase,2,Patrick Troughton,21
151,The Moonbase: Episode 3,Sat,25-Feb-67,5:50pm,00:26:11,8.20m,,53,49,The Moonbase,2,Patrick Troughton,29
152,The Moonbase: Episode 4,Sat,04-Mar-67,5:51pm,00:23:28,8.10m,,58,44,The Moonbase,2,Patrick Troughton,23
153,The Macra Terror: Episode 1,Sat,11-Mar-67,5:51pm,00:22:58,8.00m,,50,37,The Macra Terror,2,Patrick Troughton,36
154,The Macra Terror: Episode 2,Sat,18-Mar-67,5:51pm,00:23:21,7.90m,,48,42,The Macra Terror,2,Patrick Troughton,15
155,The Macra Terror: Episode 3,Sat,25-Mar-67,5:51pm,00:23:24,8.50m,,52,45,The Macra Terror,2,Patrick Troughton,24
156,The Macra Terror: Episode 4,Sat,01-Apr-67,5:50pm,00:24:41,8.40m,,49,39,The Macra Terror,2,Patrick Troughton,30
157,The Faceless Ones: Episode 1,Sat,08-Apr-67,5:50pm,00:23:47,8.00m,,51,47,The Faceless Ones,2,Patrick Troughton,25
158,The Faceless Ones: Episode 2,Sat,15-Apr-67,5:51pm,00:25:22,6.40m,,50,70,The Faceless Ones,2,Patrick Troughton,30
159,The Faceless Ones: Episode 3,Sat,22-Apr-67,5:50pm,00:23:10,7.90m,,53,43,The Faceless Ones,2,Patrick Troughton,26
160,The Faceless Ones: Episode 4,Sat,29-Apr-67,5:50pm,00:24:28,6.90m,,55,62,The Faceless Ones,2,Patrick Troughton,23
161,The Faceless Ones: Episode 5,Sat,06-May-67,5:52pm,00:23:34,7.10m,,55,39,The Faceless Ones,2,Patrick Troughton,35
162,The Faceless Ones: Episode 6,Sat,13-May-67,5:50pm,00:23:38,8.00m,,52,33,The Faceless Ones,2,Patrick Troughton,25
