episodenbr,episode_name,weekday,broadcastdate,broadcasthour,duration,views,share,AI,chart,story_name,doctor_id,doctor_name,cast_count
501,The Armageddon Factor: Part Two,Sat,27-Jan-79,6:27pm,00:23:56,8.80m,,,49,The Armageddon Factor,4,Tom Baker,21
502,The Armageddon Factor: Part Three,Sat,03-Feb-79,6:28pm,00:25:02,7.80m,,,76,The Armageddon Factor,4,Tom Baker,27
503,The Armageddon Factor: Part Four,Sat,10-Feb-79,6:27pm,00:25:09,8.60m,,,60,The Armageddon Factor,4,Tom Baker,14
504,The Armageddon Factor: Part Five,Sat,17-Feb-79,6:26pm,00:24:42,8.60m,,,66,The Armageddon Factor,4,Tom Baker,11
505,The Armageddon Factor: Part Six,Sat,24-Feb-79,6:29pm,00:25:09,9.60m,,66,36,The Armageddon Factor,4,Tom Baker,17
506,Destiny of the Daleks: Episode One,Sat,01-Sep-79,6:13pm,00:24:03,13.00m,,67,28,Destiny of the Daleks,4,Tom Baker,49
507,Destiny of the Daleks: Episode Two,Sat,08-Sep-79,6:09pm,00:25:14,12.70m,,,39,Destiny of the Daleks,4,Tom Baker,46
508,Destiny of the Daleks: Episode Three,Sat,15-Sep-79,6:08pm,00:24:32,13.80m,,63,28,Destiny of the Daleks,4,Tom Baker,44
509,Destiny of the Daleks: Episode Four,Sat,22-Sep-79,6:17pm,00:26:05,14.40m,,64,27,Destiny of the Daleks,4,Tom Baker,45
510,City of Death: Part One,Sat,29-Sep-79,6:06pm,00:25:00,12.40m,,,50,City of Death,4,Tom Baker,42
511,City of Death: Part Two,Sat,06-Oct-79,6:17pm,00:25:00,14.10m,,64,44,City of Death,4,Tom Baker,10
512,City of Death: Part Three,Sat,13-Oct-79,6:04pm,00:25:00,15.40m,,,34,City of Death,4,Tom Baker,21
513,City of Death: Part Four,Sat,20-Oct-79,6:16pm,00:25:00,16.10m,,64,16,City of Death,4,Tom Baker,16
514,The Creature from the Pit: Part One,Sat,27-Oct-79,6:02pm,00:23:32,9.30m,,,43,The Creature from the Pit,4,Tom Baker,33
515,The Creature from the Pit: Part Two,Sat,03-Nov-79,6:07pm,00:24:03,10.80m,,67,23,The Creature from the Pit,4,Tom Baker,24
516,The Creature from the Pit: Part Three,Sat,10-Nov-79,6:02pm,00:23:55,10.20m,,,36,The Creature from the Pit,4,Tom Baker,20
517,The Creature from the Pit: Part Four,Sat,17-Nov-79,6:03pm,00:24:07,9.60m,,,36,The Creature from the Pit,4,Tom Baker,16
518,Nightmare of Eden: Part One,Sat,24-Nov-79,6:01pm,00:24:17,8.70m,,,41,Nightmare of Eden,4,Tom Baker,31
519,Nightmare of Eden: Part Two,Sat,01-Dec-79,6:04pm,00:22:44,9.60m,,,31,Nightmare of Eden,4,Tom Baker,31
520,Nightmare of Eden: Part Three,Sat,08-Dec-79,6:03pm,00:24:06,9.60m,,,32,Nightmare of Eden,4,Tom Baker,35
521,Nightmare of Eden: Part Four,Sat,15-Dec-79,5:56pm,00:24:31,9.40m,,65,32,Nightmare of Eden,4,Tom Baker,24
522,The Horns of Nimon: Part One,Sat,22-Dec-79,6:11pm,00:25:41,6.00m,,,100,The Horns of Nimon,4,Tom Baker,16
523,The Horns of Nimon: Part Two,Sat,29-Dec-79,5:54pm,00:25:00,8.80m,,,56,The Horns of Nimon,4,Tom Baker,34
524,The Horns of Nimon: Part Three,Sat,05-Jan-80,6:21pm,00:23:26,9.80m,,,40,The Horns of Nimon,4,Tom Baker,37
525,The Horns of Nimon: Part Four,Sat,12-Jan-80,6:06pm,00:26:45,10.40m,,67,26,The Horns of Nimon,4,Tom Baker,20
526,The Leisure Hive: Part One,Sat,30-Aug-80,6:14pm,00:23:33,5.90m,,,77,The Leisure Hive,4,Tom Baker,51
527,The Leisure Hive: Part Two,Sat,06-Sep-80,6:20pm,00:20:45,5.00m,,,103,The Leisure Hive,4,Tom Baker,17
528,The Leisure Hive: Part Three,Sat,13-Sep-80,5:57pm,00:21:21,5.00m,,,111,The Leisure Hive,4,Tom Baker,17
529,The Leisure Hive: Part Four,Sat,20-Sep-80,6:15pm,00:21:19,4.50m,,65,111,The Leisure Hive,4,Tom Baker,49
530,Meglos: Part One,Sat,27-Sep-80,6:16pm,00:24:43,5.00m,,61,105,Meglos,4,Tom Baker,31
531,Meglos: Part Two,Sat,04-Oct-80,6:17pm,00:21:24,4.20m,,64,139,Meglos,4,Tom Baker,27
532,Meglos: Part Three,Sat,11-Oct-80,5:42pm,00:21:19,4.70m,,,129,Meglos,4,Tom Baker,33
533,Meglos: Part Four,Sat,18-Oct-80,5:44pm,00:19:30,4.70m,,63,127,Meglos,4,Tom Baker,33
534,Full Circle: Part One,Sat,25-Oct-80,5:40pm,00:24:23,5.90m,,,106,Full Circle,4,Tom Baker,55
535,Full Circle: Part Two,Sat,01-Nov-80,5:42pm,00:22:11,3.70m,,,170,Full Circle,4,Tom Baker,49
536,Full Circle: Part Three,Sat,08-Nov-80,5:42pm,00:22:00,5.90m,,,115,Full Circle,4,Tom Baker,36
537,Full Circle: Part Four,Sat,15-Nov-80,5:40pm,00:24:16,5.50m,,65,127,Full Circle,4,Tom Baker,49
538,State of Decay: Part One,Sat,22-Nov-80,5:42pm,00:22:24,5.80m,,,119,State of Decay,4,Tom Baker,32
539,State of Decay: Part Two,Sat,29-Nov-80,5:41pm,00:23:16,5.30m,,,136,State of Decay,4,Tom Baker,23
540,State of Decay: Part Three,Sat,06-Dec-80,5:40pm,00:24:13,4.40m,,,145,State of Decay,4,Tom Baker,16
541,State of Decay: Part Four,Sat,13-Dec-80,5:39pm,00:24:54,5.40m,,69,125,State of Decay,4,Tom Baker,27
542,Warriors' Gate: Part One,Sat,03-Jan-81,5:20pm,00:22:54,7.10m,,59,88,Warrior's Gate,4,Tom Baker,20
543,Warriors' Gate: Part Two,Sat,10-Jan-81,5:09pm,00:23:47,6.70m,,,93,Warrior's Gate,4,Tom Baker,24
544,Warriors' Gate: Part Three,Sat,17-Jan-81,5:11pm,00:22:15,8.30m,,,59,Warrior's Gate,4,Tom Baker,28
545,Warriors' Gate: Part Four,Sat,24-Jan-81,5:09pm,00:24:53,7.80m,,59,69,Warrior's Gate,4,Tom Baker,28
546,The Keeper of Traken: Part One,Sat,31-Jan-81,5:09pm,00:24:05,7.60m,,,72,The Keeper of Traken,4,Tom Baker,29
547,The Keeper of Traken: Part Two,Sat,07-Feb-81,5:08pm,00:24:50,6.10m,,,106,The Keeper of Traken,4,Tom Baker,18
548,The Keeper of Traken: Part Three,Sat,14-Feb-81,5:09pm,00:23:49,5.20m,,,112,The Keeper of Traken,4,Tom Baker,13
549,The Keeper of Traken: Part Four,Sat,21-Feb-81,5:12pm,00:25:11,6.10m,,63,103,The Keeper of Traken,4,Tom Baker,17
550,Logopolis: Part One,Sat,28-Feb-81,5:09pm,00:24:32,7.10m,,,84,Logopolis,4,Tom Baker,10
551,Logopolis: Part Two,Sat,07-Mar-81,5:09pm,00:24:03,7.70m,,61,57,Logopolis,4,Tom Baker,25
552,Logopolis: Part Three,Sat,14-Mar-81,5:11pm,00:24:32,5.80m,,,102,Logopolis,4,Tom Baker,22
553,Logopolis: Part Four,Sat,21-Mar-81,5:09pm,00:25:10,6.10m,,65,97,Logopolis,4,Tom Baker,29
554,Castrovalva: Part One,Mon,04-Jan-82,6:56pm,00:24:14,9.10m,,,54,Castrovalva,5,Peter Davison,13
555,Castrovalva: Part Two,Tue,05-Jan-82,7:02pm,00:24:13,8.60m,,,84,Castrovalva,5,Peter Davison,8
556,Castrovalva: Part Three,Mon,11-Jan-82,6:55pm,00:23:35,10.20m,,,47,Castrovalva,5,Peter Davison,40
557,Castrovalva: Part Four,Tue,12-Jan-82,7:05pm,00:24:12,10.40m,,,46,Castrovalva,5,Peter Davison,35
558,Four To Doomsday: Part One,Mon,18-Jan-82,6:56pm,00:23:36,8.40m,,,66,Four to Doomsday,5,Peter Davison,25
559,Four To Doomsday: Part Two,Tue,19-Jan-82,7:05pm,00:24:11,8.80m,,,61,Four to Doomsday,5,Peter Davison,19
560,Four To Doomsday: Part Three,Mon,25-Jan-82,6:56pm,00:24:09,8.80m,,,63,Four to Doomsday,5,Peter Davison,10
561,Four To Doomsday: Part Four,Tue,26-Jan-82,7:06pm,00:24:53,9.40m,,,53,Four to Doomsday,5,Peter Davison,19
562,Kinda: Part One,Mon,01-Feb-82,6:57pm,00:24:50,8.40m,,,78,Kinda,5,Peter Davison,14
563,Kinda: Part Two,Tue,02-Feb-82,7:04pm,00:24:58,9.40m,,,45,Kinda,5,Peter Davison,10
564,Kinda: Part Three,Mon,08-Feb-82,6:56pm,00:24:17,8.50m,,,67,Kinda,5,Peter Davison,35
565,Kinda: Part Four,Tue,09-Feb-82,7:05pm,00:24:28,8.90m,,,56,Kinda,5,Peter Davison,37
566,The Visitation: Part One,Mon,15-Feb-82,6:57pm,00:24:11,9.10m,,,54,The Visitation,5,Peter Davison,16
567,The Visitation: Part Two,Tue,16-Feb-82,7:05pm,00:24:26,9.30m,,,48,The Visitation,5,Peter Davison,18
568,The Visitation: Part Three,Mon,22-Feb-82,6:57pm,00:24:24,9.90m,,,41,The Visitation,5,Peter Davison,20
569,The Visitation: Part Four,Tue,23-Feb-82,7:05pm,00:23:32,10.10m,,,40,The Visitation,5,Peter Davison,15
570,Black Orchid: Part One,Mon,01-Mar-82,6:56pm,00:24:56,9.90m,,,57,Black Orchid,5,Peter Davison,40
571,Black Orchid: Part Two,Tue,02-Mar-82,7:04pm,00:24:41,10.10m,,,55,Black Orchid,5,Peter Davison,35
572,Earthshock: Part One,Mon,08-Mar-82,6:56pm,00:24:22,9.10m,,,45,Earthshock,5,Peter Davison,25
573,Earthshock: Part Two,Tue,09-Mar-82,7:05pm,00:24:23,8.80m,,,50,Earthshock,5,Peter Davison,30
574,Earthshock: Part Three,Mon,15-Mar-82,6:57pm,00:24:24,9.80m,,,32,Earthshock,5,Peter Davison,24
575,Earthshock: Part Four,Tue,16-Mar-82,7:03pm,00:24:28,9.60m,,,40,Earthshock,5,Peter Davison,19
576,Time-Flight: Part One,Mon,22-Mar-82,6:57pm,00:24:56,10.00m,,,26,Time Flight,5,Peter Davison,55
577,Time-Flight: Part Two,Tue,23-Mar-82,7:05pm,00:23:58,8.50m,,,48,Time Flight,5,Peter Davison,33
578,Time-Flight: Part Three,Mon,29-Mar-82,6:56pm,00:24:29,8.90m,,,46,Time Flight,5,Peter Davison,24
579,Time-Flight: Part Four,Tue,30-Mar-82,6:51pm,00:24:30,8.10m,,,64,Time Flight,5,Peter Davison,36
580,Arc of Infinity: Part One,Mon,03-Jan-83,6:45pm,00:24:37,7.20m,,69,74,Arc of Infinity,5,Peter Davison,21
581,Arc of Infinity: Part Two,Wed,05-Jan-83,6:46pm,00:24:42,7.30m,,70,66,Arc of Infinity,5,Peter Davison,19
582,Arc of Infinity: Part Three,Tue,11-Jan-83,6:51pm,00:24:37,6.90m,,67,89,Arc of Infinity,5,Peter Davison,24
583,Arc of Infinity: Part Four,Wed,12-Jan-83,6:46pm,00:24:28,7.20m,,66,82,Arc of Infinity,5,Peter Davison,17
584,Snakedance: Part One,Tue,18-Jan-83,6:50pm,00:24:26,6.70m,,65,95,Arc of Infinity,5,Peter Davison,44
585,Snakedance: Part Two,Wed,19-Jan-83,6:46pm,00:24:35,7.70m,,66,75,Arc of Infinity,5,Peter Davison,41
586,Snakedance: Part Three,Tue,25-Jan-83,6:50pm,00:24:29,6.60m,,67,66,Arc of Infinity,5,Peter Davison,44
587,Snakedance: Part Four,Wed,26-Jan-83,6:44pm,00:24:29,7.40m,,67,74,Arc of Infinity,5,Peter Davison,57
588,Mawdryn Undead: Part One,Tue,01-Feb-83,6:50pm,00:24:03,6.50m,,67,103,Mawdryn Undead,5,Peter Davison,34
589,Mawdryn Undead: Part Two,Wed,02-Feb-83,6:46pm,00:24:33,7.50m,,70,83,Mawdryn Undead,5,Peter Davison,23
590,Mawdryn Undead: Part Three,Tue,08-Feb-83,6:49pm,00:24:32,7.40m,,67,84,Mawdryn Undead,5,Peter Davison,15
591,Mawdryn Undead: Part Four,Wed,09-Feb-83,6:47pm,00:24:33,7.70m,,68,78,Mawdryn Undead,5,Peter Davison,18
592,Terminus: Part One,Tue,15-Feb-83,6:54pm,00:24:58,6.80m,,65,86,Terminus,5,Peter Davison,31
593,Terminus: Part Two,Wed,16-Feb-83,6:46pm,00:24:40,7.50m,,67,75,Terminus,5,Peter Davison,45
594,Terminus: Part Three,Tue,22-Feb-83,6:54pm,00:24:39,6.50m,,64,97,Terminus,5,Peter Davison,39
595,Terminus: Part Four,Wed,23-Feb-83,6:46pm,00:24:49,7.40m,,67,80,Terminus,5,Peter Davison,16
596,Enlightenment: Part One,Tue,01-Mar-83,6:55pm,00:24:12,6.60m,,67,89,Enlightenment,5,Peter Davison,25
597,Enlightenment: Part Two,Wed,02-Mar-83,6:45pm,00:24:23,7.20m,,65,76,Enlightenment,5,Peter Davison,26
598,Enlightenment: Part Three,Tue,08-Mar-83,6:54pm,00:24:40,6.20m,,68,99,Enlightenment,5,Peter Davison,36
599,Enlightenment: Part Four,Wed,09-Mar-83,6:46pm,00:24:34,7.30m,,70,68,Enlightenment,5,Peter Davison,51
600,The King's Demons: Part One,Tue,15-Mar-83,6:55pm,00:24:48,5.80m,,65,107,The King's Demons,5,Peter Davison,69
601,The King's Demons: Part Two,Wed,16-Mar-83,6:47pm,00:24:27,7.20m,,63,66,The King's Demons,5,Peter Davison,51
602,The Five Doctors,Fri,25-Nov-83,7:20pm,01:30:23,7.70m,,75,54,The Five Doctors,5,Peter Davison,49
603,Warriors of the Deep: Part One,Thu,05-Jan-84,6:41pm,00:24:48,7.60m,,65,51,Warriors of the Deep,5,Peter Davison,34
604,Warriors of the Deep: Part Two,Fri,06-Jan-84,6:41pm,00:24:04,7.50m,,64,52,Warriors of the Deep,5,Peter Davison,36
605,Warriors of the Deep: Part Three,Thu,12-Jan-84,6:41pm,00:24:02,7.30m,,62,74,Warriors of the Deep,5,Peter Davison,35
606,Warriors of the Deep: Part Four,Fri,13-Jan-84,6:40pm,00:24:48,6.60m,,65,87,Warriors of the Deep,5,Peter Davison,16
607,The Awakening: Part One,Thu,19-Jan-84,6:41pm,00:25:18,7.90m,,65,61,The Awakening,5,Peter Davison,25
608,The Awakening: Part Two,Fri,20-Jan-84,6:41pm,00:24:47,6.60m,,63,84,The Awakening,5,Peter Davison,34
609,Frontios: Part One,Thu,26-Jan-84,6:41pm,00:24:39,8.00m,,66,58,Frontios,5,Peter Davison,41
610,Frontios: Part Two,Fri,27-Jan-84,6:41pm,00:24:35,5.80m,,69,115,Frontios,5,Peter Davison,37
611,Frontios: Part Three,Thu,02-Feb-84,6:40pm,00:24:30,7.80m,,65,59,Frontios,5,Peter Davison,40
612,Frontios: Part Four,Fri,03-Feb-84,6:41pm,00:24:26,5.60m,,65,112,Frontios,5,Peter Davison,40
613,Resurrection of the Daleks: Part One,Wed,08-Feb-84,6:49pm,00:46:24,7.30m,,69,73,Resurrection of the Daleks,5,Peter Davison,55
614,Resurrection of the Daleks: Part Two,Wed,15-Feb-84,6:52pm,00:46:52,8.00m,,65,53,Resurrection of the Daleks,5,Peter Davison,45
615,Planet of Fire: Part One,Thu,23-Feb-84,6:41pm,00:24:26,7.40m,,,71,Planet of Fire,5,Peter Davison,46
616,Planet of Fire: Part Two,Fri,24-Feb-84,6:41pm,00:24:20,6.10m,,,102,Planet of Fire,5,Peter Davison,38
617,Planet of Fire: Part Three,Thu,01-Mar-84,6:41pm,00:23:57,7.40m,,,67,Planet of Fire,5,Peter Davison,34
618,Planet of Fire: Part Four,Fri,02-Mar-84,6:41pm,00:24:44,7.00m,,,74,Planet of Fire,5,Peter Davison,37
619,The Caves of Androzani: Part One,Thu,08-Mar-84,6:41pm,00:24:33,6.90m,,65,66,The Caves of Androzani,5,Peter Davison,12
620,The Caves of Androzani: Part Two,Fri,09-Mar-84,6:41pm,00:25:00,6.60m,,,75,The Caves of Androzani,5,Peter Davison,22
621,The Caves of Androzani: Part Three,Thu,15-Mar-84,6:42pm,00:24:36,7.80m,,65,62,The Caves of Androzani,5,Peter Davison,14
622,The Caves of Androzani: Part Four,Fri,16-Mar-84,6:41pm,00:25:37,7.80m,,68,62,The Caves of Androzani,5,Peter Davison,21
623,The Twin Dilemma: Part One,Thu,22-Mar-84,6:41pm,00:24:42,7.60m,,61,66,The Twin Dilemma,6,Colin Baker,15
624,The Twin Dilemma: Part Two,Fri,23-Mar-84,6:41pm,00:25:09,7.40m,,66,71,The Twin Dilemma,6,Colin Baker,9
625,The Twin Dilemma: Part Three,Thu,29-Mar-84,6:41pm,00:24:27,7.00m,,59,59,The Twin Dilemma,6,Colin Baker,23
626,The Twin Dilemma: Part Four,Fri,30-Mar-84,6:43pm,00:25:04,7.30m,,67,67,The Twin Dilemma,6,Colin Baker,16
627,Attack of the Cybermen: Part One,Sat,05-Jan-85,5:22pm,00:44:17,8.90m,,61,71,Attack of the Cybermen,6,Colin Baker,24
628,Attack of the Cybermen: Part Two,Sat,12-Jan-85,5:22pm,00:44:29,7.20m,,65,104,Attack of the Cybermen,6,Colin Baker,23
629,Vengeance on Varos: Part One,Sat,19-Jan-85,5:21pm,00:44:42,7.20m,,63,110,Vengeance on Varos,6,Colin Baker,24
630,Vengeance on Varos: Part Two,Sat,26-Jan-85,5:21pm,00:44:43,7.00m,,65,108,Vengeance on Varos,6,Colin Baker,31
631,The Mark of the Rani: Part One,Sat,02-Feb-85,5:21pm,00:45:01,6.30m,,64,111,The Mark of the Rani,6,Colin Baker,30
632,The Mark of the Rani: Part Two,Sat,09-Feb-85,5:21pm,00:44:32,7.30m,,64,84,The Mark of the Rani,6,Colin Baker,20
633,The Two Doctors: Part One,Sat,16-Feb-85,5:22pm,00:44:22,6.60m,,65,92,The Two Doctors,6,Colin Baker,13
634,The Two Doctors: Part Two,Sat,23-Feb-85,5:21pm,00:44:49,6.00m,,62,90,The Two Doctors,6,Colin Baker,11
635,The Two Doctors: Part Three,Sat,02-Mar-85,5:23pm,00:44:45,6.90m,,65,66,The Two Doctors,6,Colin Baker,20
636,Timelash: Part One,Sat,09-Mar-85,5:22pm,00:45:00,6.70m,,66,69,Timelash,6,Colin Baker,23
637,Timelash: Part Two,Sat,16-Mar-85,5:21pm,00:44:36,7.40m,,64,79,Timelash,6,Colin Baker,20
638,Revelation of the Daleks: Part One,Sat,23-Mar-85,5:21pm,00:44:31,7.40m,,67,65,Revelation of the Daleks,6,Colin Baker,30
639,Revelation of the Daleks: Part Two,Sat,30-Mar-85,5:22pm,00:45:27,7.70m,,65,58,Revelation of the Daleks,6,Colin Baker,27
640,The Trial Of A Time Lord (The Mysterious Planet): Part One,Sat,06-Sep-86,5:46pm,00:24:57,4.90m,,72,69,The Mysterious Planet,6,Colin Baker,16
641,The Trial Of A Time Lord (The Mysterious Planet): Part Two,Sat,13-Sep-86,5:46pm,00:24:44,4.90m,,69,75,The Mysterious Planet,6,Colin Baker,16
642,The Trial Of A Time Lord (The Mysterious Planet): Part Three,Sat,20-Sep-86,5:47pm,00:24:18,3.90m,,70,98,The Mysterious Planet,6,Colin Baker,19
643,The Trial Of A Time Lord (The Mysterious Planet): Part Four,Sat,27-Sep-86,5:46pm,00:24:20,3.70m,,72,97,The Mysterious Planet,6,Colin Baker,16
644,The Trial Of A Time Lord (Mindwarp): Part Five,Sat,04-Oct-86,5:47pm,00:24:42,4.80m,,71,76,Mindwarp,6,Colin Baker,15
645,The Trial Of A Time Lord (Mindwarp): Part Six,Sat,11-Oct-86,5:45pm,00:24:45,4.60m,,69,87,Mindwarp,6,Colin Baker,11
646,The Trial Of A Time Lord (Mindwarp): Part Seven,Sat,18-Oct-86,5:47pm,00:24:33,5.10m,,66,87,Mindwarp,6,Colin Baker,14
647,The Trial Of A Time Lord (Mindwarp): Part Eight,Sat,25-Oct-86,5:47pm,00:24:44,5.00m,,72,84,Mindwarp,6,Colin Baker,13
648,The Trial Of A Time Lord (Terror of the Vervoids): Part Nine,Sat,01-Nov-86,5:47pm,00:24:56,5.20m,,66,85,Terror of the Vervoids,6,Colin Baker,19
649,The Trial Of A Time Lord (Terror of the Vervoids): Part Ten,Sat,08-Nov-86,5:45pm,00:24:18,4.60m,,69,93,Terror of the Vervoids,6,Colin Baker,21
650,The Trial Of A Time Lord (Terror of the Vervoids): Part Eleven,Sat,15-Nov-86,5:46pm,00:24:07,5.30m,,69,86,Terror of the Vervoids,6,Colin Baker,21
651,The Trial Of A Time Lord (Terror of the Vervoids): Part Twelve,Sat,22-Nov-86,5:45pm,00:24:45,5.20m,,69,89,Terror of the Vervoids,6,Colin Baker,18
652,The Trial Of A Time Lord (The Ultimate Foe): Part Thirteen,Sat,29-Nov-86,5:19pm,00:24:42,4.40m,,69,98,The Ultimate Foe,6,Colin Baker,9
653,The Trial Of A Time Lord (The Ultimate Foe): Part Fourteen,Sat,06-Dec-86,5:45pm,00:29:30,5.60m,,69,80,The Ultimate Foe,6,Colin Baker,12
654,Time and the Rani: Part One,Mon,07-Sep-87,7:35pm,00:24:44,5.10m,,58,71,Time and the Rani,7,Sylvester McCoy,7
655,Time and the Rani: Part Two,Mon,14-Sep-87,7:34pm,00:24:36,4.20m,,63,85,Time and the Rani,7,Sylvester McCoy,7
656,Time and the Rani: Part Three,Mon,21-Sep-87,7:35pm,00:24:23,4.30m,,57,81,Time and the Rani,7,Sylvester McCoy,46
657,Time and the Rani: Part Four,Mon,28-Sep-87,7:35pm,00:24:38,4.90m,,59,86,Time and the Rani,7,Sylvester McCoy,54
658,Paradise Towers: Part One,Mon,05-Oct-87,7:34pm,00:24:33,4.50m,,61,88,Paradise Towers,7,Sylvester McCoy,35
659,Paradise Towers: Part Two,Mon,12-Oct-87,7:37pm,00:24:39,5.20m,,58,84,Paradise Towers,7,Sylvester McCoy,33
660,Paradise Towers: Part Three,Mon,19-Oct-87,7:36pm,00:24:30,5.00m,,58,79,Paradise Towers,7,Sylvester McCoy,32
661,Paradise Towers: Part Four,Mon,26-Oct-87,7:35pm,00:24:21,5.00m,,57,93,Paradise Towers,7,Sylvester McCoy,38
662,Delta and the Bannermen: Part One,Mon,02-Nov-87,7:34pm,00:24:47,5.30m,,63,90,Delta and the Bannermen,7,Sylvester McCoy,74
663,Delta and the Bannermen: Part Two,Mon,09-Nov-87,7:35pm,00:24:23,5.10m,,60,93,Delta and the Bannermen,7,Sylvester McCoy,74
664,Delta and the Bannermen: Part Three,Mon,16-Nov-87,7:35pm,00:24:22,5.40m,,60,87,Delta and the Bannermen,7,Sylvester McCoy,38
665,Dragonfire: Part One,Mon,23-Nov-87,7:37pm,00:24:01,5.50m,,61,80,Dragonfire,7,Sylvester McCoy,43
666,Dragonfire: Part Two,Mon,30-Nov-87,7:35pm,00:24:40,4.00m,,61,96,Dragonfire,7,Sylvester McCoy,18
667,Dragonfire: Part Three,Mon,07-Dec-87,7:35pm,00:24:26,4.70m,,64,94,Dragonfire,7,Sylvester McCoy,37
668,Remembrance of the Daleks: Part One,Wed,05-Oct-88,7:34pm,00:24:33,5.50m,,68,78,Remembrance of the Daleks,7,Sylvester McCoy,33
669,Remembrance of the Daleks: Part Two,Wed,12-Oct-88,7:35pm,00:24:31,5.80m,,69,78,Remembrance of the Daleks,7,Sylvester McCoy,23
670,Remembrance of the Daleks: Part Three,Wed,19-Oct-88,7:34pm,00:24:30,5.10m,,70,91,Remembrance of the Daleks,7,Sylvester McCoy,33
671,Remembrance of the Daleks: Part Four,Wed,26-Oct-88,7:34pm,00:24:36,5.00m,,72,96,Remembrance of the Daleks,7,Sylvester McCoy,38
672,The Happiness Patrol: Part One,Wed,02-Nov-88,7:35pm,00:24:51,5.30m,,67,96,The Happiness Patrol,7,Sylvester McCoy,22
673,The Happiness Patrol: Part Two,Wed,09-Nov-88,7:35pm,00:24:48,4.60m,,65,104,The Happiness Patrol,7,Sylvester McCoy,25
674,The Happiness Patrol: Part Three,Wed,16-Nov-88,7:35pm,00:24:25,5.30m,,65,88,The Happiness Patrol,7,Sylvester McCoy,23
675,Silver Nemesis: Part One,Wed,23-Nov-88,7:35pm,00:24:31,6.10m,,71,76,Silver Nemesis,7,Sylvester McCoy,52
