episodenbr,episode_name,weekday,broadcastdate,broadcasthour,duration,views,share,AI,chart,story_name,doctor_id,doctor_name,cast_count
676,Silver Nemesis: Part Two,Wed,30-Nov-88,7:35pm,00:24:12,5.20m,,70,94,Silver Nemesis,7,Sylvester McCoy,31
677,Silver Nemesis: Part Three,Wed,07-Dec-88,7:34pm,00:24:36,5.20m,,70,98,Silver Nemesis,7,Sylvester McCoy,17
678,The Greatest Show in the Galaxy: Part One,Wed,14-Dec-88,7:34pm,00:24:23,5.00m,,68,86,The Greatest Show in the Galaxy,7,Sylvester McCoy,25
679,The Greatest Show in the Galaxy: Part Two,Wed,21-Dec-88,7:35pm,00:24:20,5.30m,,66,99,The Greatest Show in the Galaxy,7,Sylvester McCoy,22
680,The Greatest Show in the Galaxy: Part Three,Wed,28-Dec-88,7:39pm,00:24:30,4.80m,,69,108,The Greatest Show in the Galaxy,7,Sylvester McCoy,24
681,The Greatest Show in the Galaxy: Part Four,Wed,04-Jan-89,7:37pm,00:24:24,6.60m,,64,79,The Greatest Show in the Galaxy,7,Sylvester McCoy,27
682,Battlefield: Part One,Wed,06-Sep-89,7:35pm,00:24:06,3.10m,,69,102,The Greatest Show in the Galaxy,7,Sylvester McCoy,33
683,Battlefield: Part Two,Wed,13-Sep-89,7:34pm,00:24:07,3.90m,,68,91,The Greatest Show in the Galaxy,7,Sylvester McCoy,28
684,Battlefield: Part Three,Wed,20-Sep-89,7:35pm,00:24:13,3.60m,,67,95,The Greatest Show in the Galaxy,7,Sylvester McCoy,47
685,Battlefield: Part Four,Wed,27-Sep-89,7:34pm,00:24:14,4.00m,,65,89,The Greatest Show in the Galaxy,7,Sylvester McCoy,43
686,Ghost Light: Part One,Wed,04-Oct-89,7:34pm,00:24:17,4.20m,,68,94,Ghost Light,7,Sylvester McCoy,18
687,Ghost Light: Part Two,Wed,11-Oct-89,7:34pm,00:24:18,4.00m,,68,93,Ghost Light,7,Sylvester McCoy,17
688,Ghost Light: Part Three,Wed,18-Oct-89,7:35pm,00:24:17,4.00m,,64,104,Ghost Light,7,Sylvester McCoy,16
689,The Curse of Fenric: Part One,Wed,25-Oct-89,7:34pm,00:24:23,4.30m,,67,104,The Curse of Fenric,7,Sylvester McCoy,53
690,The Curse of Fenric: Part Two,Wed,01-Nov-89,7:34pm,00:24:09,4.00m,,68,104,The Curse of Fenric,7,Sylvester McCoy,39
691,The Curse of Fenric: Part Three,Wed,08-Nov-89,7:34pm,00:24:11,4.00m,,68,104,The Curse of Fenric,7,Sylvester McCoy,45
692,The Curse of Fenric: Part Four,Wed,15-Nov-89,7:34pm,00:24:16,4.20m,,68,104,The Curse of Fenric,7,Sylvester McCoy,57
693,Survival: Part One,Wed,22-Nov-89,7:35pm,00:24:14,5.00m,,69,89,Survival,7,Sylvester McCoy,35
694,Survival: Part Two,Wed,29-Nov-89,7:35pm,00:24:13,4.80m,,69,96,Survival,7,Sylvester McCoy,17
695,Survival: Part Three,Wed,06-Dec-89,7:35pm,00:24:20,5.00m,,71,91,Survival,7,Sylvester McCoy,25
696,The TV Movie,Mon,27-May-96,8:29pm,01:24:39,9.08m,36.00%,75,17,Survival,7,Sylvester McCoy,35
697,Rose,Sat,26-Mar-05,7:00pm,00:44:14,10.81m,44.80%,76,7,Rose,9,Christopher Eccleston,62
698,The End Of The World,Sat,02-Apr-05,6:59pm,00:44:45,7.97m,37.80%,76,19,The End of the World,9,Christopher Eccleston,70
699,The Unquiet Dead,Sat,09-Apr-05,7:00pm,00:44:50,8.86m,37.80%,80,15,The Unquiet Dead,9,Christopher Eccleston,48
700,Aliens of London,Sat,16-Apr-05,7:00pm,00:45:05,7.63m,35.70%,82,18,Aliens of London,9,Christopher Eccleston,66
701,World War Three,Sat,23-Apr-05,7:01pm,00:40:40,7.98m,40.20%,81,20,World War Three,9,Christopher Eccleston,61
702,Dalek,Sat,30-Apr-05,6:59pm,00:45:20,8.63m,44.90%,84,14,Dalek,9,Christopher Eccleston,63
703,The Long Game,Sat,07-May-05,7:00pm,00:44:25,8.01m,40.40%,81,17,The Long Game,9,Christopher Eccleston,82
704,Father's Day,Sat,14-May-05,7:01pm,00:42:50,8.06m,44.40%,83,17,Father's Day,9,Christopher Eccleston,76
705,The Empty Child,Sat,21-May-05,6:29pm,00:41:50,7.11m,37.00%,84,21,The Empty Child,9,Christopher Eccleston,84
706,The Doctor Dances,Sat,28-May-05,6:59pm,00:42:50,6.86m,39.00%,85,18,The Doctor Dances,9,Christopher Eccleston,63
707,Boom Town,Sat,04-Jun-05,7:01pm,00:43:15,7.68m,39.00%,82,18,Boom Town,9,Christopher Eccleston,80
708,Bad Wolf,Sat,11-Jun-05,7:00pm,00:42:50,6.81m,37.90%,86,19,Bad Wolf,9,Christopher Eccleston,66
709,The Parting of the Ways,Sat,18-Jun-05,6:59pm,00:45:30,6.91m,44.00%,89,17,The Parting of the Ways,9,Christopher Eccleston,65
710,The Christmas Invasion,Sun,25-Dec-05,7:02pm,00:58:55,9.84m,43.50%,84,9,The Christmas Invasion,10,David Tennant,211
711,New Earth,Sat,15-Apr-06,7:16pm,00:44:05,8.62m,40.20%,85,9,New Earth,10,David Tennant,125
712,Tooth and Claw,Sat,22-Apr-06,7:18pm,00:44:30,9.24m,42.90%,83,10,Tooth and Claw,10,David Tennant,63
713,School Reunion,Sat,29-Apr-06,7:23pm,00:44:10,8.31m,41.60%,85,12,School Reunion,10,David Tennant,37
714,The Girl in the Fireplace,Sat,06-May-06,6:59pm,00:44:40,7.90m,38.10%,84,13,The Girl in the Fireplace,10,David Tennant,45
715,Rise of the Cybermen,Sat,13-May-06,7:23pm,00:46:05,9.22m,43.70%,86,6,Rise of the Cybermen,10,David Tennant,133
716,The Age of Steel,Sat,20-May-06,6:38pm,00:45:50,7.64m,37.80%,86,15,The Age of Steel,10,David Tennant,134
717,The Idiot's Lantern,Sat,27-May-06,7:00pm,00:45:10,6.76m,33.40%,84,18,The Idiot's Lantern,10,David Tennant,118
718,The Impossible Planet,Sat,03-Jun-06,7:00pm,00:45:20,6.32m,41.00%,85,18,The Impossible Planet,10,David Tennant,25
719,The Satan Pit,Sat,10-Jun-06,7:01pm,00:47:10,6.08m,38.00%,86,19,The Satan Pit,10,David Tennant,24
720,Love & Monsters,Sat,17-Jun-06,7:00pm,00:45:05,6.66m,39.70%,76,15,Love and Monsters,10,David Tennant,31
721,Fear Her,Sat,24-Jun-06,7:02pm,00:43:50,7.14m,41.20%,83,20,Fear Her,10,David Tennant,41
722,Army of Ghosts,Sat,01-Jul-06,7:01pm,00:43:20,8.19m,45.10%,86,7,Army of Ghosts,10,David Tennant,111
723,Doomsday,Sat,08-Jul-06,6:59pm,00:46:25,8.22m,44.50%,89,8,Doomsday,10,David Tennant,105
724,The Runaway Bride,Mon,25-Dec-06,7:00pm,01:00:00,9.38m,37.90%,84,10,The Runaway Bride,10,David Tennant,187
725,Smith and Jones,Sat,31-Mar-07,7:00pm,00:44:25,8.71m,40.70%,88,9,Smith and Jones,10,David Tennant,160
726,The Shakespeare Code,Sat,07-Apr-07,6:59pm,00:45:35,7.23m,36.90%,87,14,The Shakespeare Code,10,David Tennant,228
727,Gridlock,Sat,14-Apr-07,7:40pm,00:44:58,8.40m,40.40%,85,7,Gridlock,10,David Tennant,38
728,Daleks in Manhattan,Sat,21-Apr-07,6:36pm,00:46:55,6.69m,36.40%,87,18,Daleks In Manhattan,10,David Tennant,85
729,Evolution of the Daleks,Sat,28-Apr-07,6:44pm,00:46:25,6.97m,39.20%,85,17,Evolution Of The Daleks,10,David Tennant,86
730,The Lazarus Experiment,Sat,05-May-07,7:00pm,00:43:00,7.19m,38.80%,86,12,The Lazarus Experiment,10,David Tennant,90
731,42,Sat,19-May-07,7:15pm,00:45:25,7.41m,37.10%,84,16,42,10,David Tennant,15
732,Human Nature,Sat,26-May-07,7:11pm,00:45:00,7.74m,38.00%,86,13,Human Nature,10,David Tennant,118
733,The Family of Blood,Sat,02-Jun-07,7:12pm,00:42:55,7.21m,40.90%,86,13,Family of Blood,10,David Tennant,72
734,Blink,Sat,09-Jun-07,7:10pm,00:43:40,6.62m,38.40%,87,16,Blink,10,David Tennant,15
735,Utopia,Sat,16-Jun-07,7:15pm,00:45:50,7.84m,38.20%,87,14,Utopia,10,David Tennant,77
736,The Sound of Drums,Sat,23-Jun-07,7:15pm,00:46:10,7.51m,40.00%,87,11,The Sound of Drums,10,David Tennant,164
737,Last of the Time Lords,Sat,30-Jun-07,7:05pm,00:51:25,8.61m,40.60%,88,10,Last of the Time Lords,10,David Tennant,104
738,Voyage of the Damned,Tue,25-Dec-07,6:51pm,01:11:50,13.31m,51.60%,85,2,Voyage of the Damned,10,David Tennant,141
739,Partners in Crime,Sat,05-Apr-08,6:19pm,00:48:30,9.14m,41.30%,88,10,Partners in Crime,10,David Tennant,173
740,The Fires of Pompeii,Sat,12-Apr-08,6:46pm,00:48:15,9.04m,38.80%,87,10,The Fires of Pompeii,10,David Tennant,46
741,Planet of the Ood,Sat,19-Apr-08,6:19pm,00:43:35,7.50m,35.20%,87,12,Planet of the Ood,10,David Tennant,65
742,The Sontaran Stratagem,Sat,26-Apr-08,6:19pm,00:44:30,7.06m,36.90%,87,17,The Sontaran Stratagem,10,David Tennant,120
743,The Poison Sky,Sat,03-May-08,6:19pm,00:44:40,6.53m,34.30%,88,18,The Poison Sky,10,David Tennant,80
744,The Doctor's Daughter,Sat,10-May-08,6:44pm,00:45:10,7.33m,40.10%,88,10,The Doctor's Daughter,10,David Tennant,74
745,The Unicorn and the Wasp,Sat,17-May-08,6:58pm,00:44:40,8.41m,37.80%,86,7,The Unicorn and The Wasp,10,David Tennant,45
746,Silence in the Library,Sat,31-May-08,7:02pm,00:43:00,6.27m,27.70%,89,27,Silence in the Library,10,David Tennant,20
747,Forest of the Dead,Sat,07-Jun-08,7:00pm,00:45:20,7.84m,42.10%,89,10,Forest of the Dead,10,David Tennant,64
748,Midnight,Sat,14-Jun-08,7:10pm,00:43:50,8.05m,39.80%,86,5,Midnight,10,David Tennant,22
749,Turn Left,Sat,21-Jun-08,6:38pm,00:49:25,8.09m,38.10%,88,4,Turn Left,10,David Tennant,89
750,The Stolen Earth,Sat,28-Jun-08,7:11pm,00:45:40,8.78m,42.10%,91,2,The Stolen Earth,10,David Tennant,147
751,Journey's End,Sat,05-Jul-08,6:40pm,01:03:05,10.57m,48.70%,91,1,Journey's End,10,David Tennant,86
752,The Next Doctor,Thu,25-Dec-08,6:00pm,01:00:40,13.10m,52.10%,86,2,The Next Doctor,10,David Tennant,197
753,Planet of the Dead,Sat,11-Apr-09,6:44pm,00:58:55,9.74m,41.70%,88,5,Planet of the Dead,10,David Tennant,102
754,The Waters of Mars,Sun,15-Nov-09,6:59pm,01:02:05,10.32m,35.30%,88,5,The Waters of Mars,10,David Tennant,23
755,The End of Time: Part One,Fri,25-Dec-09,5:59pm,00:59:35,12.04m,44.70%,87,1,"The End of Time, part one",10,David Tennant,184
756,The End of Time: Part Two,Fri,01-Jan-10,6:41pm,01:12:35,12.27m,40.00%,89,1,"The End of Time, part two",10,David Tennant,164
757,The Eleventh Hour,Sat,03-Apr-10,6:21pm,01:02:35,10.08m,39.70%,86,3,The Eleventh Hour,11, Matt Smith,16
758,The Beast Below,Sat,10-Apr-10,6:20pm,00:41:25,8.42m,38.90%,86,10,The Beast Below,11, Matt Smith,12
759,Victory of the Daleks,Sat,17-Apr-10,6:29pm,00:41:15,7.82m,37.40%,84,11,Victory of the Daleks,11, Matt Smith,14
760,The Time of Angels,Sat,24-Apr-10,6:23pm,00:40:55,8.59m,41.20%,87,8,The Time of Angels,11, Matt Smith,12
761,Flesh and Stone,Sat,01-May-10,6:27pm,00:41:40,8.50m,38.20%,86,11,Flesh and Stone,11, Matt Smith,9
762,The Vampires of Venice,Sat,08-May-10,5:59pm,00:47:25,7.68m,34.80%,86,12,The Vampires of Venice,11, Matt Smith,15
763,Amy's Choice,Sat,15-May-10,6:24pm,00:43:25,7.55m,37.40%,84,13,Amy's Choice,11, Matt Smith,11
764,The Hungry Earth,Sat,22-May-10,6:18pm,00:42:50,6.49m,39.80%,86,19,The Hungry Earth,11, Matt Smith,9
765,Cold Blood,Sat,29-May-10,7:01pm,00:44:55,7.49m,31.90%,86,9,Cold Blood,11, Matt Smith,11
766,Vincent and the Doctor,Sat,05-Jun-10,6:41pm,00:46:05,6.76m,35.50%,86,17,Vincent and the Doctor,11, Matt Smith,9
767,The Lodger,Sat,12-Jun-10,6:47pm,00:41:15,6.44m,28.50%,87,20,The Lodger,11, Matt Smith,9
768,The Pandorica Opens,Sat,19-Jun-10,6:39pm,00:48:40,7.58m,37.10%,88,10,The Pandorica Opens,11, Matt Smith,21
769,The Big Bang,Sat,26-Jun-10,6:06pm,00:53:40,6.70m,36.90%,89,10,The Big Bang,11, Matt Smith,13
770,A Christmas Carol,Sat,25-Dec-10,6:01pm,01:02:04,12.11m,41.80%,83,4,A Christmas Carol,11, Matt Smith,18
771,The Impossible Astronaut,Sat,23-Apr-11,6:01pm,00:43:45,8.86m,43.30%,88,6,The Impossible Astronaut,11, Matt Smith,18
772,Day of the Moon,Sat,30-Apr-11,6:00pm,00:46:14,7.30m,36.70%,87,15,Day of the Moon,11, Matt Smith,18
773,The Curse of the Black Spot,Sat,07-May-11,6:15pm,00:44:51,7.85m,35.50%,86,11,Curse of the Black Spot,11, Matt Smith,12
774,The Doctor's Wife,Sat,14-May-11,6:30pm,00:45:51,7.97m,34.70%,87,22,The Doctor's Wife,11, Matt Smith,8
775,The Rebel Flesh,Sat,21-May-11,6:45pm,00:43:19,7.35m,34.10%,85,13,The Rebel Flesh,11, Matt Smith,26
776,The Almost People,Sat,28-May-11,6:45pm,00:45:08,6.72m,29.50%,86,21,The Almost People,11, Matt Smith,10
777,A Good Man Goes to War,Sat,04-Jun-11,6:40pm,00:48:12,7.51m,31.00%,88,21,A Good Man Goes To War,11, Matt Smith,88
778,Let's Kill Hitler,Sat,27-Aug-11,7:09pm,00:48:08,8.10m,33.30%,85,11,Let's Kill Hitler,11, Matt Smith,89
779,Night Terrors,Sat,03-Sep-11,7:01pm,00:42:34,7.07m,29.80%,86,19,Night Terrors,11, Matt Smith,34
780,The Girl Who Waited,Sat,10-Sep-11,7:14pm,00:46:02,7.60m,38.80%,85,13,The Girl Who Waited,11, Matt Smith,17
781,The God Complex,Sat,17-Sep-11,7:11pm,00:47:54,6.77m,28.30%,86,18,The God Complex,11, Matt Smith,25
782,Closing Time,Sat,24-Sep-11,7:10pm,00:45:11,6.93m,29.40%,86,20,Closing Time,11, Matt Smith,100
783,The Wedding of River Song,Sat,01-Oct-11,7:05pm,00:45:22,7.67m,32.00%,86,16,The Wedding of River Song,11, Matt Smith,141
784,"The Doctor, The Widow and the Wardrobe",Sun,25-Dec-11,6:59pm,00:58:22,10.77m,37.30%,84,3,"The Doctor, the Widow, and the Wardrobe",11, Matt Smith,25
785,Asylum of the Daleks,Sat,01-Sep-12,7:21pm,00:48:50,8.33m,34.40%,89,6,Asylum of the Daleks,11, Matt Smith,48
786,Dinosaurs on a Spaceship,Sat,08-Sep-12,7:36pm,00:45:10,7.57m,31.90%,87,9,Dinosaurs on a Spaceship,11, Matt Smith,24
787,A Town Called Mercy,Sat,15-Sep-12,7:36pm,00:44:10,8.42m,33.40%,85,9,A Town Called Mercy,11, Matt Smith,19
788,The Power Of Three,Sat,22-Sep-12,7:31pm,00:41:15,7.67m,31.80%,87,13,The Power of Three,11, Matt Smith,159
789,The Angels Take Manhattan,Sat,29-Sep-12,7:20pm,00:44:15,7.82m,32.00%,88,13,The Angels Take Manhattan,11, Matt Smith,36
790,The Snowmen,Tue,25-Dec-12,5:14pm,00:59:44,9.87m,38.80%,87,9,The Snowmen,11, Matt Smith,90
791,The Bells of Saint John,Sat,30-Mar-13,6:14pm,00:45:24,8.44m,35.80%,87,8,The Bells of Saint John,11, Matt Smith,149
792,The Rings of Akhaten,Sat,06-Apr-13,6:15pm,00:43:44,7.45m,34.80%,84,16,The Rings of Akhaten,11, Matt Smith,68
793,Cold War,Sat,13-Apr-13,6:03pm,00:41:37,7.37m,31.40%,84,15,Cold War,11, Matt Smith,26
794,Hide,Sat,20-Apr-13,6:44pm,00:44:44,6.61m,29.20%,85,19,Hide,11, Matt Smith,14
795,Journey to the Centre of the TARDIS,Sat,27-Apr-13,6:29pm,00:44:42,6.52m,30.20%,85,21,Journey to the Centre of the Tardis,11, Matt Smith,16
796,The Crimson Horror,Sat,04-May-13,6:29pm,00:44:40,6.47m,31.50%,85,20,The Crimson Horror,11, Matt Smith,112
797,Nightmare in Silver,Sat,11-May-13,7:01pm,00:44:32,6.64m,27.10%,84,22,Nightmare in Silver,11, Matt Smith,39
798,The Name of the Doctor,Sat,18-May-13,6:59pm,00:44:20,7.45m,31.70%,88,10,The Name of the Doctor,11, Matt Smith,54
799,The Day of The Doctor,Sat,23-Nov-13,7:50pm,01:16:44,12.80m,40.90%,88,1,The Day of the Doctor,11, Matt Smith,197
800,The Time of the Doctor,Wed,25-Dec-13,7:30pm,01:01:00,11.14m,35.30%,83,3,The Time of the Doctor,11, Matt Smith,114
801,Deep Breath,Sat,23-Aug-14,7:52pm,01:16:26,9.17m,37.90%,82,2,Deep Breath,12, Peter Capaldi,104
802,Into the Dalek,Sat,30-Aug-14,7:30pm,00:45:00,7.29m,30.40%,84,9,Deep Breath,12, Peter Capaldi,74
803,Robot Of Sherwood,Sat,06-Sep-14,7:31pm,00:46:16,7.28m,31.10%,82,10,Deep Breath,12, Peter Capaldi,89
804,Listen,Sat,13-Sep-14,7:31pm,00:47:50,7.01m,29.60%,82,7,Listen,12, Peter Capaldi,42
805,Time Heist,Sat,20-Sep-14,7:33pm,00:45:22,6.99m,29.60%,84,14,Listen,12, Peter Capaldi,73
806,The Caretaker,Sat,27-Sep-14,8:29pm,00:45:20,6.82m,26.40%,83,20,The Caretaker,12, Peter Capaldi,96
807,Kill The Moon,Sat,04-Oct-14,8:29pm,00:45:00,6.91m,26.60%,82,20,Kill the Moon,12, Peter Capaldi,30
808,Mummy On The Orient Express,Sat,11-Oct-14,8:37pm,00:46:30,7.11m,26.60%,85,14,Mummy on the Orient Express,12, Peter Capaldi,45
809,Flatline,Sat,18-Oct-14,8:24pm,00:43:20,6.71m,25.50%,85,23,Flatline,12, Peter Capaldi,39
810,In The Forest Of The Night,Sat,25-Oct-14,8:19pm,00:45:10,6.92m,26.30%,83,20,In the Forest of the Night,12, Peter Capaldi,51
811,Dark Water,Sat,01-Nov-14,8:15pm,00:46:25,7.34m,27.40%,85,15,Dark Water,12, Peter Capaldi,101
812,Death in Heaven,Sat,08-Nov-14,8:02pm,00:57:00,7.60m,28.60%,83,14,Dark Water,12, Peter Capaldi,99
813,Last Christmas,Thu,25-Dec-14,6:14pm,01:00:15,8.28m,31.60%,82,7,Dark Water,12, Peter Capaldi,12
814,The Magician's Apprentice,Sat,19-Sep-15,7:43pm,00:46:22,6.54m,26.30%,84,13,The Magician's Apprentice,12, Peter Capaldi,34
815,The Witch's Familiar,Sat,26-Sep-15,7:45pm,00:47:50,5.71m,22.90%,83,24,The Witch's Familiar,12, Peter Capaldi,12
816,Under the Lake,Sat,03-Oct-15,8:26pm,00:43:20,5.63m,22.00%,84,22,Under the Lake,12, Peter Capaldi,10
817,Before The Flood,Sat,10-Oct-15,8:26pm,00:42:25,6.05m,26.70%,82,21,Before The Flood,12, Peter Capaldi,12
818,The Girl Who Died,Sat,17-Oct-15,8:23pm,00:45:45,6.56m,28.10%,82,18,The Girl Who Died,12, Peter Capaldi,14
819,The Woman Who Lived,Sat,24-Oct-15,8:21pm,00:45:50,6.11m,24.40%,81,25,The Woman Who Lived,12, Peter Capaldi,18
820,The Zygon Invasion,Sat,31-Oct-15,8:17pm,00:46:30,5.76m,24.30%,82,24,The Woman Who Lived,12, Peter Capaldi,24
821,The Zygon Inversion,Sat,07-Nov-15,8:00pm,00:46:20,6.03m,25.10%,84,24,The Woman Who Lived,12, Peter Capaldi,12
822,Sleep No More,Sat,14-Nov-15,8:14pm,00:45:07,5.61m,22.60%,78,28,The Woman Who Lived,12, Peter Capaldi,16
823,Face The Raven,Sat,21-Nov-15,8:10pm,00:46:55,6.06m,23.90%,84,30,Face the Raven,12, Peter Capaldi,13
824,Heaven Sent,Sat,28-Nov-15,8:06pm,00:54:02,6.19m,24.90%,80,27,Heaven Sent,12, Peter Capaldi,4
825,Hell Bent,Sat,05-Dec-15,8:04pm,01:00:25,6.17m,25.70%,82,29,Hell Bent,12, Peter Capaldi,15
826,The Husbands of River Song,Fri,25-Dec-15,5:17pm,00:56:09,7.69m,33.90%,82,8,The Husbands of River Song,12, Peter Capaldi,15
827,The Return Of Doctor Mysterio,Sun,25-Dec-16,5:44pm,01:00:25,7.83m,31.20%,82,9,"The Return of Doctor Mysterio, by Stephen Moffat",12, Peter Capaldi,14
828,The Pilot,Sat,15-Apr-17,7:21pm,00:49:40,6.68m,30.60%,83,10,The Pilot,12, Peter Capaldi,7
829,Smile,Sat,22-Apr-17,7:21pm,00:45:35,5.98m,28.50%,83,23,Smile,12, Peter Capaldi,10
830,Thin Ice,Sat,29-Apr-17,7:23pm,00:44:10,5.61m,26.50%,84,25,Thin Ice,12, Peter Capaldi,16
831,Knock Knock,Sat,06-May-17,7:21pm,00:44:28,5.73m,27.30%,83,21,Knock Knock,12, Peter Capaldi,13
832,Oxygen,Sat,13-May-17,7:14pm,00:44:45,5.27m,26.10%,83,26,Oxygen,12, Peter Capaldi,10
833,Extremis,Sat,20-May-17,7:27pm,00:48:44,5.53m,26.40%,82,20,Extremis,12, Peter Capaldi,16
834,The Pyramid At The End Of The World,Sat,27-May-17,7:51pm,00:46:04,5.79m,24.90%,82,14,The Pyramid at the End of the World,12, Peter Capaldi,12
835,The Lie Of The Land,Sat,03-Jun-17,7:38pm,00:44:38,4.82m,20.30%,82,30,The Lie of the Land,12, Peter Capaldi,13
836,Empress Of Mars,Sat,10-Jun-17,7:17pm,00:43:42,5.02m,25.90%,83,23,Empress of Mars,12, Peter Capaldi,18
837,The Eaters of Light,Sat,17-Jun-17,6:45pm,00:42:20,4.73m,30.30%,81,26,The Eaters of Light,12, Peter Capaldi,16
838,World Enough And Time,Sat,24-Jun-17,6:45pm,00:45:41,5.00m,28.20%,85,21,World Enough and Time,12, Peter Capaldi,10
839,The Doctor Falls,Sat,01-Jul-17,6:31pm,01:00:27,5.30m,31.30%,83,16,The Doctor Falls,12, Peter Capaldi,15
840,Twice Upon A Time,Mon,25-Dec-17,5:28pm,00:59:50,7.92m,34.00%,81,9,Twice Upon A Time,12, Peter Capaldi,22
841,The Woman Who Fell to Earth,Sun,07-Oct-18,6:45pm,01:03:04,10.96m,45.10%,83,1,The Woman Who Fell To Earth,13, Jodie Whittaker ,19
842,The Ghost Monument,Sun,14-Oct-18,6:55pm,00:48:47,9.00m,37.20%,82,4,The Ghost Monument,13, Jodie Whittaker ,10
843,Rosa,Sun,21-Oct-18,6:55pm,00:49:38,8.41m,33.60%,83,4,Rosa,13, Jodie Whittaker ,17
844,Arachnids In The UK,Sun,28-Oct-18,7:00pm,00:49:22,8.22m,32.90%,83,4,Rosa,13, Jodie Whittaker ,13
845,The Tsuranga Conundrum,Sun,04-Nov-18,6:59pm,00:50:41,7.76m,33.00%,79,6,The Tsuranga Conundrum,13, Jodie Whittaker ,10
846,Demons Of The Punjab,Sun,11-Nov-18,7:01pm,00:50:05,7.48m,31.40%,80,8,Demons of the Punjab,13, Jodie Whittaker ,16
847,Kerblam!,Sun,18-Nov-18,6:30pm,00:48:50,7.46m,31.80%,81,9,Kerblam!,13, Jodie Whittaker ,11
848,The Witchfinders,Sun,25-Nov-18,6:30pm,00:46:31,7.21m,31.50%,81,17,The Witchfinders,13, Jodie Whittaker ,13
849,It Takes You Away,Sun,02-Dec-18,6:31pm,00:49:11,6.42m,28.30%,80,22,It Takes You Away,13, Jodie Whittaker ,12
850,The Battle of Ranskoor Av Kolos,Sun,09-Dec-18,6:25pm,00:49:40,6.65m,29.60%,79,18,The Battle of Ranskoor Av Kolos,13, Jodie Whittaker ,9
851,Resolution,Tue,01-Jan-19,7:00pm,01:00:00,7.13m,26.60%,80,14,Resolution,13, Jodie Whittaker ,27
